,X,year,month,yweek,mweek,yday,mday,hour,minute,weekday,bizday,season,values,week,monthweek
326,326,2016,Jan,4,5,28,28,0,0,Thursday,TRUE,Winter, ,4,5
327,327,2016,Jan,5,5,29,29,0,0,Friday,TRUE,Winter, ,4,5
328,328,2016,Jan,5,5,30,30,0,0,Saturday,FALSE,Winter, ,4,5
329,329,2016,Jan,5,6,31,31,0,0,Sunday,FALSE,Winter, ,4,6
330,330,2016,Feb,5,1,32,1,0,0,Monday,TRUE,Winter, ,5,1
331,331,2016,Feb,5,1,33,2,0,0,Tuesday,TRUE,Winter, ,5,1
332,332,2016,Feb,5,1,34,3,0,0,Wednesday,TRUE,Winter, ,5,1
333,333,2016,Feb,5,1,35,4,0,0,Thursday,TRUE,Winter, ,5,1
334,334,2016,Feb,6,1,36,5,0,0,Friday,TRUE,Winter, ,5,1
335,335,2016,Feb,6,1,37,6,0,0,Saturday,FALSE,Winter, ,5,1
336,336,2016,Feb,6,2,38,7,0,0,Sunday,FALSE,Winter, ,5,2
337,337,2016,Feb,6,2,39,8,0,0,Monday,TRUE,Winter, ,6,2
338,338,2016,Feb,6,2,40,9,0,0,Tuesday,TRUE,Winter, ,6,2
339,339,2016,Feb,6,2,41,10,0,0,Wednesday,TRUE,Winter, ,6,2
340,340,2016,Feb,6,2,42,11,0,0,Thursday,TRUE,Winter, ,6,2
341,341,2016,Feb,7,2,43,12,0,0,Friday,TRUE,Winter, ,6,2
342,342,2016,Feb,7,2,44,13,0,0,Saturday,FALSE,Winter, ,6,2
343,343,2016,Feb,7,3,45,14,0,0,Sunday,FALSE,Winter, ,6,3
344,344,2016,Feb,7,3,46,15,0,0,Monday,FALSE,Winter, ,7,3
345,345,2016,Feb,7,3,47,16,0,0,Tuesday,TRUE,Winter, ,7,3
346,346,2016,Feb,7,3,48,17,0,0,Wednesday,TRUE,Winter, ,7,3
347,347,2016,Feb,7,3,49,18,0,0,Thursday,TRUE,Winter, ,7,3
348,348,2016,Feb,8,3,50,19,0,0,Friday,TRUE,Winter, ,7,3
349,349,2016,Feb,8,3,51,20,0,0,Saturday,FALSE,Winter, ,7,3
350,350,2016,Feb,8,4,52,21,0,0,Sunday,FALSE,Winter, ,7,4
351,351,2016,Feb,8,4,53,22,0,0,Monday,TRUE,Winter, ,8,4
352,352,2016,Feb,8,4,54,23,0,0,Tuesday,TRUE,Winter, ,8,4
353,353,2016,Feb,8,4,55,24,0,0,Wednesday,TRUE,Winter, ,8,4
354,354,2016,Feb,8,4,56,25,0,0,Thursday,TRUE,Winter, ,8,4
355,355,2016,Feb,9,4,57,26,0,0,Friday,TRUE,Winter, ,8,4
356,356,2016,Feb,9,4,58,27,0,0,Saturday,FALSE,Winter, ,8,4
357,357,2016,Feb,9,5,59,28,0,0,Sunday,FALSE,Winter, ,8,5
358,358,2016,Feb,9,5,60,29,0,0,Monday,TRUE,Winter, ,9,5
359,359,2016,Mar,9,1,61,1,0,0,Tuesday,TRUE,Winter, ,9,1
360,360,2016,Mar,9,1,62,2,0,0,Wednesday,TRUE,Winter, ,9,1
361,361,2016,Mar,9,1,63,3,0,0,Thursday,TRUE,Winter, ,9,1
362,362,2016,Mar,10,1,64,4,0,0,Friday,TRUE,Winter, ,9,1
363,363,2016,Mar,10,1,65,5,0,0,Saturday,FALSE,Winter, ,9,1
364,364,2016,Mar,10,2,66,6,0,0,Sunday,FALSE,Winter, ,9,2
365,365,2016,Mar,10,2,67,7,0,0,Monday,TRUE,Winter, ,10,2
366,366,2016,Mar,10,2,68,8,0,0,Tuesday,TRUE,Winter, ,10,2
367,367,2016,Mar,10,2,69,9,0,0,Wednesday,TRUE,Winter,Confirmation of Candidature,10,2
368,368,2016,Mar,10,2,70,10,0,0,Thursday,TRUE,Winter, ,10,2
369,369,2016,Mar,11,2,71,11,0,0,Friday,TRUE,Winter, ,10,2
370,370,2016,Mar,11,2,72,12,0,0,Saturday,FALSE,Winter, ,10,2
371,371,2016,Mar,11,3,73,13,0,0,Sunday,FALSE,Winter, ,10,3
372,372,2016,Mar,11,3,74,14,0,0,Monday,TRUE,Winter, ,11,3
373,373,2016,Mar,11,3,75,15,0,0,Tuesday,TRUE,Spring, ,11,3
374,374,2016,Mar,11,3,76,16,0,0,Wednesday,TRUE,Spring, ,11,3
375,375,2016,Mar,11,3,77,17,0,0,Thursday,TRUE,Spring, ,11,3
376,376,2016,Mar,12,3,78,18,0,0,Friday,TRUE,Spring, ,11,3
377,377,2016,Mar,12,3,79,19,0,0,Saturday,FALSE,Spring, ,11,3
378,378,2016,Mar,12,4,80,20,0,0,Sunday,FALSE,Spring, ,11,4
379,379,2016,Mar,12,4,81,21,0,0,Monday,TRUE,Spring, ,12,4
380,380,2016,Mar,12,4,82,22,0,0,Tuesday,TRUE,Spring, ,12,4
381,381,2016,Mar,12,4,83,23,0,0,Wednesday,TRUE,Spring, ,12,4
382,382,2016,Mar,12,4,84,24,0,0,Thursday,TRUE,Spring, ,12,4
383,383,2016,Mar,13,4,85,25,0,0,Friday,FALSE,Spring, ,12,4
384,384,2016,Mar,13,4,86,26,0,0,Saturday,FALSE,Spring, ,12,4
385,385,2016,Mar,13,5,87,27,0,0,Sunday,FALSE,Spring, ,12,5
386,386,2016,Mar,13,5,88,28,0,0,Monday,TRUE,Spring, ,13,5
387,387,2016,Mar,13,5,89,29,0,0,Tuesday,TRUE,Spring, ,13,5
388,388,2016,Mar,13,5,90,30,0,0,Wednesday,TRUE,Spring, ,13,5
389,389,2016,Mar,13,5,91,31,0,0,Thursday,TRUE,Spring,Research Plan Review,13,5
390,390,2016,Apr,14,1,92,1,0,0,Friday,TRUE,Spring, ,13,1
391,391,2016,Apr,14,1,93,2,0,0,Saturday,FALSE,Spring, ,13,1
392,392,2016,Apr,14,2,94,3,0,0,Sunday,FALSE,Spring, ,13,2
393,393,2016,Apr,14,2,95,4,0,0,Monday,TRUE,Spring, ,14,2
394,394,2016,Apr,14,2,96,5,0,0,Tuesday,TRUE,Spring, ,14,2
395,395,2016,Apr,14,2,97,6,0,0,Wednesday,TRUE,Spring, ,14,2
396,396,2016,Apr,14,2,98,7,0,0,Thursday,TRUE,Spring, ,14,2
397,397,2016,Apr,15,2,99,8,0,0,Friday,TRUE,Spring, ,14,2
398,398,2016,Apr,15,2,100,9,0,0,Saturday,FALSE,Spring, ,14,2
399,399,2016,Apr,15,3,101,10,0,0,Sunday,FALSE,Spring, ,14,3
400,400,2016,Apr,15,3,102,11,0,0,Monday,TRUE,Spring, ,15,3
401,401,2016,Apr,15,3,103,12,0,0,Tuesday,TRUE,Spring, ,15,3
402,402,2016,Apr,15,3,104,13,0,0,Wednesday,TRUE,Spring, ,15,3
403,403,2016,Apr,15,3,105,14,0,0,Thursday,TRUE,Spring, ,15,3
404,404,2016,Apr,16,3,106,15,0,0,Friday,TRUE,Spring, ,15,3
405,405,2016,Apr,16,3,107,16,0,0,Saturday,FALSE,Spring, ,15,3
406,406,2016,Apr,16,4,108,17,0,0,Sunday,FALSE,Spring, ,15,4
407,407,2016,Apr,16,4,109,18,0,0,Monday,TRUE,Spring, ,16,4
408,408,2016,Apr,16,4,110,19,0,0,Tuesday,TRUE,Spring, ,16,4
409,409,2016,Apr,16,4,111,20,0,0,Wednesday,TRUE,Spring, ,16,4
410,410,2016,Apr,16,4,112,21,0,0,Thursday,TRUE,Spring, ,16,4
411,411,2016,Apr,17,4,113,22,0,0,Friday,TRUE,Spring, ,16,4
412,412,2016,Apr,17,4,114,23,0,0,Saturday,FALSE,Spring, ,16,4
413,413,2016,Apr,17,5,115,24,0,0,Sunday,FALSE,Spring, ,16,5
414,414,2016,Apr,17,5,116,25,0,0,Monday,TRUE,Spring, ,17,5
415,415,2016,Apr,17,5,117,26,0,0,Tuesday,TRUE,Spring, ,17,5
416,416,2016,Apr,17,5,118,27,0,0,Wednesday,TRUE,Spring, ,17,5
417,417,2016,Apr,17,5,119,28,0,0,Thursday,TRUE,Spring, ,17,5
418,418,2016,Apr,18,5,120,29,0,0,Friday,TRUE,Spring, ,17,5
419,419,2016,Apr,18,5,121,30,0,0,Saturday,FALSE,Spring, ,17,5
420,420,2016,May,18,1,122,1,0,0,Sunday,FALSE,Spring, ,17,1
421,421,2016,May,18,1,123,2,0,0,Monday,TRUE,Spring, ,18,1
422,422,2016,May,18,1,124,3,0,0,Tuesday,TRUE,Spring, ,18,1
423,423,2016,May,18,1,125,4,0,0,Wednesday,TRUE,Spring, ,18,1
424,424,2016,May,18,1,126,5,0,0,Thursday,TRUE,Spring, ,18,1
425,425,2016,May,19,1,127,6,0,0,Friday,TRUE,Spring, ,18,1
426,426,2016,May,19,1,128,7,0,0,Saturday,FALSE,Spring, ,18,1
427,427,2016,May,19,2,129,8,0,0,Sunday,FALSE,Spring, ,18,2
428,428,2016,May,19,2,130,9,0,0,Monday,TRUE,Spring, ,19,2
429,429,2016,May,19,2,131,10,0,0,Tuesday,TRUE,Spring, ,19,2
430,430,2016,May,19,2,132,11,0,0,Wednesday,TRUE,Spring, ,19,2
431,431,2016,May,19,2,133,12,0,0,Thursday,TRUE,Spring, ,19,2
432,432,2016,May,20,2,134,13,0,0,Friday,TRUE,Spring, ,19,2
433,433,2016,May,20,2,135,14,0,0,Saturday,FALSE,Spring, ,19,2
434,434,2016,May,20,3,136,15,0,0,Sunday,FALSE,Spring, ,19,3
435,435,2016,May,20,3,137,16,0,0,Monday,TRUE,Spring, ,20,3
436,436,2016,May,20,3,138,17,0,0,Tuesday,TRUE,Spring, ,20,3
437,437,2016,May,20,3,139,18,0,0,Wednesday,TRUE,Spring, ,20,3
438,438,2016,May,20,3,140,19,0,0,Thursday,TRUE,Spring, ,20,3
439,439,2016,May,21,3,141,20,0,0,Friday,TRUE,Spring, ,20,3
440,440,2016,May,21,3,142,21,0,0,Saturday,FALSE,Spring, ,20,3
441,441,2016,May,21,4,143,22,0,0,Sunday,FALSE,Spring, ,20,4
442,442,2016,May,21,4,144,23,0,0,Monday,TRUE,Spring, ,21,4
443,443,2016,May,21,4,145,24,0,0,Tuesday,TRUE,Spring, ,21,4
444,444,2016,May,21,4,146,25,0,0,Wednesday,TRUE,Spring, ,21,4
445,445,2016,May,21,4,147,26,0,0,Thursday,TRUE,Spring, ,21,4
446,446,2016,May,22,4,148,27,0,0,Friday,TRUE,Spring, ,21,4
447,447,2016,May,22,4,149,28,0,0,Saturday,FALSE,Spring, ,21,4
448,448,2016,May,22,5,150,29,0,0,Sunday,FALSE,Spring, ,21,5
449,449,2016,May,22,5,151,30,0,0,Monday,FALSE,Spring, ,22,5
450,450,2016,May,22,5,152,31,0,0,Tuesday,TRUE,Spring, ,22,5
451,451,2016,Jun,22,1,153,1,0,0,Wednesday,TRUE,Spring, ,22,1
452,452,2016,Jun,22,1,154,2,0,0,Thursday,TRUE,Spring, ,22,1
453,453,2016,Jun,23,1,155,3,0,0,Friday,TRUE,Spring, ,22,1
454,454,2016,Jun,23,1,156,4,0,0,Saturday,FALSE,Spring, ,22,1
455,455,2016,Jun,23,2,157,5,0,0,Sunday,FALSE,Spring, ,22,2
456,456,2016,Jun,23,2,158,6,0,0,Monday,TRUE,Spring, ,23,2
457,457,2016,Jun,23,2,159,7,0,0,Tuesday,TRUE,Spring, ,23,2
458,458,2016,Jun,23,2,160,8,0,0,Wednesday,TRUE,Spring, ,23,2
459,459,2016,Jun,23,2,161,9,0,0,Thursday,TRUE,Spring, ,23,2
460,460,2016,Jun,24,2,162,10,0,0,Friday,TRUE,Spring, ,23,2
461,461,2016,Jun,24,2,163,11,0,0,Saturday,FALSE,Spring, ,23,2
462,462,2016,Jun,24,3,164,12,0,0,Sunday,FALSE,Spring, ,23,3
463,463,2016,Jun,24,3,165,13,0,0,Monday,TRUE,Spring, ,24,3
464,464,2016,Jun,24,3,166,14,0,0,Tuesday,TRUE,Spring, ,24,3
465,465,2016,Jun,24,3,167,15,0,0,Wednesday,TRUE,Summer, ,24,3
466,466,2016,Jun,24,3,168,16,0,0,Thursday,TRUE,Summer, ,24,3
467,467,2016,Jun,25,3,169,17,0,0,Friday,TRUE,Summer, ,24,3
468,468,2016,Jun,25,3,170,18,0,0,Saturday,FALSE,Summer, ,24,3
469,469,2016,Jun,25,4,171,19,0,0,Sunday,FALSE,Summer, ,24,4
470,470,2016,Jun,25,4,172,20,0,0,Monday,TRUE,Summer, ,25,4
471,471,2016,Jun,25,4,173,21,0,0,Tuesday,TRUE,Summer, ,25,4
472,472,2016,Jun,25,4,174,22,0,0,Wednesday,TRUE,Summer, ,25,4
473,473,2016,Jun,25,4,175,23,0,0,Thursday,TRUE,Summer, ,25,4
474,474,2016,Jun,26,4,176,24,0,0,Friday,TRUE,Summer, ,25,4
475,475,2016,Jun,26,4,177,25,0,0,Saturday,FALSE,Summer, ,25,4
476,476,2016,Jun,26,5,178,26,0,0,Sunday,FALSE,Summer, ,25,5
477,477,2016,Jun,26,5,179,27,0,0,Monday,TRUE,Summer, ,26,5
478,478,2016,Jun,26,5,180,28,0,0,Tuesday,TRUE,Summer, ,26,5
479,479,2016,Jun,26,5,181,29,0,0,Wednesday,TRUE,Summer, ,26,5
480,480,2016,Jun,26,5,182,30,0,0,Thursday,TRUE,Summer, ,26,5
481,481,2016,Jul,27,1,183,1,0,0,Friday,TRUE,Summer, ,26,1
482,482,2016,Jul,27,1,184,2,0,0,Saturday,FALSE,Summer, ,26,1
483,483,2016,Jul,27,2,185,3,0,0,Sunday,FALSE,Summer, ,26,2
484,484,2016,Jul,27,2,186,4,0,0,Monday,FALSE,Summer, ,27,2
485,485,2016,Jul,27,2,187,5,0,0,Tuesday,TRUE,Summer, ,27,2
486,486,2016,Jul,27,2,188,6,0,0,Wednesday,TRUE,Summer, ,27,2
487,487,2016,Jul,27,2,189,7,0,0,Thursday,TRUE,Summer, ,27,2
488,488,2016,Jul,28,2,190,8,0,0,Friday,TRUE,Summer, ,27,2
489,489,2016,Jul,28,2,191,9,0,0,Saturday,FALSE,Summer, ,27,2
490,490,2016,Jul,28,3,192,10,0,0,Sunday,FALSE,Summer, ,27,3
491,491,2016,Jul,28,3,193,11,0,0,Monday,TRUE,Summer, ,28,3
492,492,2016,Jul,28,3,194,12,0,0,Tuesday,TRUE,Summer, ,28,3
493,493,2016,Jul,28,3,195,13,0,0,Wednesday,TRUE,Summer, ,28,3
494,494,2016,Jul,28,3,196,14,0,0,Thursday,TRUE,Summer, ,28,3
495,495,2016,Jul,29,3,197,15,0,0,Friday,TRUE,Summer, ,28,3
496,496,2016,Jul,29,3,198,16,0,0,Saturday,FALSE,Summer, ,28,3
497,497,2016,Jul,29,4,199,17,0,0,Sunday,FALSE,Summer, ,28,4
498,498,2016,Jul,29,4,200,18,0,0,Monday,TRUE,Summer, ,29,4
499,499,2016,Jul,29,4,201,19,0,0,Tuesday,TRUE,Summer, ,29,4
500,500,2016,Jul,29,4,202,20,0,0,Wednesday,TRUE,Summer, ,29,4
501,501,2016,Jul,29,4,203,21,0,0,Thursday,TRUE,Summer, ,29,4
502,502,2016,Jul,30,4,204,22,0,0,Friday,TRUE,Summer, ,29,4
503,503,2016,Jul,30,4,205,23,0,0,Saturday,FALSE,Summer, ,29,4
504,504,2016,Jul,30,5,206,24,0,0,Sunday,FALSE,Summer, ,29,5
505,505,2016,Jul,30,5,207,25,0,0,Monday,TRUE,Summer, ,30,5
506,506,2016,Jul,30,5,208,26,0,0,Tuesday,TRUE,Summer, ,30,5
507,507,2016,Jul,30,5,209,27,0,0,Wednesday,TRUE,Summer, ,30,5
508,508,2016,Jul,30,5,210,28,0,0,Thursday,TRUE,Summer, ,30,5
509,509,2016,Jul,31,5,211,29,0,0,Friday,TRUE,Summer, ,30,5
510,510,2016,Jul,31,5,212,30,0,0,Saturday,FALSE,Summer, ,30,5
511,511,2016,Jul,31,6,213,31,0,0,Sunday,FALSE,Summer, ,30,6
512,512,2016,Aug,31,1,214,1,0,0,Monday,TRUE,Summer, ,31,1
513,513,2016,Aug,31,1,215,2,0,0,Tuesday,TRUE,Summer, ,31,1
514,514,2016,Aug,31,1,216,3,0,0,Wednesday,TRUE,Summer, ,31,1
515,515,2016,Aug,31,1,217,4,0,0,Thursday,TRUE,Summer, ,31,1
516,516,2016,Aug,32,1,218,5,0,0,Friday,TRUE,Summer, ,31,1
517,517,2016,Aug,32,1,219,6,0,0,Saturday,FALSE,Summer, ,31,1
518,518,2016,Aug,32,2,220,7,0,0,Sunday,FALSE,Summer, ,31,2
519,519,2016,Aug,32,2,221,8,0,0,Monday,TRUE,Summer, ,32,2
520,520,2016,Aug,32,2,222,9,0,0,Tuesday,TRUE,Summer, ,32,2
521,521,2016,Aug,32,2,223,10,0,0,Wednesday,TRUE,Summer, ,32,2
522,522,2016,Aug,32,2,224,11,0,0,Thursday,TRUE,Summer, ,32,2
523,523,2016,Aug,33,2,225,12,0,0,Friday,TRUE,Summer, ,32,2
524,524,2016,Aug,33,2,226,13,0,0,Saturday,FALSE,Summer, ,32,2
525,525,2016,Aug,33,3,227,14,0,0,Sunday,FALSE,Summer, ,32,3
526,526,2016,Aug,33,3,228,15,0,0,Monday,TRUE,Summer, ,33,3
527,527,2016,Aug,33,3,229,16,0,0,Tuesday,TRUE,Summer, ,33,3
528,528,2016,Aug,33,3,230,17,0,0,Wednesday,TRUE,Summer, ,33,3
529,529,2016,Aug,33,3,231,18,0,0,Thursday,TRUE,Summer, ,33,3
530,530,2016,Aug,34,3,232,19,0,0,Friday,TRUE,Summer, ,33,3
531,531,2016,Aug,34,3,233,20,0,0,Saturday,FALSE,Summer, ,33,3
532,532,2016,Aug,34,4,234,21,0,0,Sunday,FALSE,Summer, ,33,4
533,533,2016,Aug,34,4,235,22,0,0,Monday,TRUE,Summer, ,34,4
534,534,2016,Aug,34,4,236,23,0,0,Tuesday,TRUE,Summer, ,34,4
535,535,2016,Aug,34,4,237,24,0,0,Wednesday,TRUE,Summer, ,34,4
536,536,2016,Aug,34,4,238,25,0,0,Thursday,TRUE,Summer, ,34,4
537,537,2016,Aug,35,4,239,26,0,0,Friday,TRUE,Summer, ,34,4
538,538,2016,Aug,35,4,240,27,0,0,Saturday,FALSE,Summer, ,34,4
539,539,2016,Aug,35,5,241,28,0,0,Sunday,FALSE,Summer, ,34,5
540,540,2016,Aug,35,5,242,29,0,0,Monday,TRUE,Summer, ,35,5
541,541,2016,Aug,35,5,243,30,0,0,Tuesday,TRUE,Summer, ,35,5
542,542,2016,Aug,35,5,244,31,0,0,Wednesday,TRUE,Summer, ,35,5
543,543,2016,Sep,35,1,245,1,0,0,Thursday,TRUE,Summer, ,35,1
544,544,2016,Sep,36,1,246,2,0,0,Friday,TRUE,Summer, ,35,1
545,545,2016,Sep,36,1,247,3,0,0,Saturday,FALSE,Summer, ,35,1
546,546,2016,Sep,36,2,248,4,0,0,Sunday,FALSE,Summer, ,35,2
547,547,2016,Sep,36,2,249,5,0,0,Monday,FALSE,Summer, ,36,2
548,548,2016,Sep,36,2,250,6,0,0,Tuesday,TRUE,Summer, ,36,2
549,549,2016,Sep,36,2,251,7,0,0,Wednesday,TRUE,Summer, ,36,2
550,550,2016,Sep,36,2,252,8,0,0,Thursday,TRUE,Summer, ,36,2
551,551,2016,Sep,37,2,253,9,0,0,Friday,TRUE,Summer, ,36,2
552,552,2016,Sep,37,2,254,10,0,0,Saturday,FALSE,Summer, ,36,2
553,553,2016,Sep,37,3,255,11,0,0,Sunday,FALSE,Summer, ,36,3
554,554,2016,Sep,37,3,256,12,0,0,Monday,TRUE,Summer, ,37,3
555,555,2016,Sep,37,3,257,13,0,0,Tuesday,TRUE,Summer, ,37,3
556,556,2016,Sep,37,3,258,14,0,0,Wednesday,TRUE,Summer, ,37,3
557,557,2016,Sep,37,3,259,15,0,0,Thursday,TRUE,Fall, ,37,3
558,558,2016,Sep,38,3,260,16,0,0,Friday,TRUE,Fall, ,37,3
559,559,2016,Sep,38,3,261,17,0,0,Saturday,FALSE,Fall, ,37,3
560,560,2016,Sep,38,4,262,18,0,0,Sunday,FALSE,Fall, ,37,4
561,561,2016,Sep,38,4,263,19,0,0,Monday,TRUE,Fall, ,38,4
562,562,2016,Sep,38,4,264,20,0,0,Tuesday,TRUE,Fall, ,38,4
563,563,2016,Sep,38,4,265,21,0,0,Wednesday,TRUE,Fall, ,38,4
564,564,2016,Sep,38,4,266,22,0,0,Thursday,TRUE,Fall, ,38,4
565,565,2016,Sep,39,4,267,23,0,0,Friday,TRUE,Fall, ,38,4
566,566,2016,Sep,39,4,268,24,0,0,Saturday,FALSE,Fall, ,38,4
567,567,2016,Sep,39,5,269,25,0,0,Sunday,FALSE,Fall, ,38,5
568,568,2016,Sep,39,5,270,26,0,0,Monday,TRUE,Fall, ,39,5
569,569,2016,Sep,39,5,271,27,0,0,Tuesday,TRUE,Fall, ,39,5
570,570,2016,Sep,39,5,272,28,0,0,Wednesday,TRUE,Fall, ,39,5
571,571,2016,Sep,39,5,273,29,0,0,Thursday,TRUE,Fall, ,39,5
572,572,2016,Sep,40,5,274,30,0,0,Friday,TRUE,Fall,Annual Progress Report,39,5
573,573,2016,Oct,40,1,275,1,0,0,Saturday,FALSE,Fall, ,39,1
574,574,2016,Oct,40,2,276,2,0,0,Sunday,FALSE,Fall, ,39,2
575,575,2016,Oct,40,2,277,3,0,0,Monday,TRUE,Fall, ,40,2
576,576,2016,Oct,40,2,278,4,0,0,Tuesday,TRUE,Fall, ,40,2
577,577,2016,Oct,40,2,279,5,0,0,Wednesday,TRUE,Fall, ,40,2
578,578,2016,Oct,40,2,280,6,0,0,Thursday,TRUE,Fall, ,40,2
579,579,2016,Oct,41,2,281,7,0,0,Friday,TRUE,Fall, ,40,2
580,580,2016,Oct,41,2,282,8,0,0,Saturday,FALSE,Fall, ,40,2
581,581,2016,Oct,41,3,283,9,0,0,Sunday,FALSE,Fall, ,40,3
582,582,2016,Oct,41,3,284,10,0,0,Monday,TRUE,Fall, ,41,3
583,583,2016,Oct,41,3,285,11,0,0,Tuesday,TRUE,Fall, ,41,3
584,584,2016,Oct,41,3,286,12,0,0,Wednesday,TRUE,Fall, ,41,3
585,585,2016,Oct,41,3,287,13,0,0,Thursday,TRUE,Fall, ,41,3
586,586,2016,Oct,42,3,288,14,0,0,Friday,TRUE,Fall, ,41,3
587,587,2016,Oct,42,3,289,15,0,0,Saturday,FALSE,Fall, ,41,3
588,588,2016,Oct,42,4,290,16,0,0,Sunday,FALSE,Fall, ,41,4
589,589,2016,Oct,42,4,291,17,0,0,Monday,TRUE,Fall, ,42,4
590,590,2016,Oct,42,4,292,18,0,0,Tuesday,TRUE,Fall, ,42,4
591,591,2016,Oct,42,4,293,19,0,0,Wednesday,TRUE,Fall, ,42,4
592,592,2016,Oct,42,4,294,20,0,0,Thursday,TRUE,Fall, ,42,4
593,593,2016,Oct,43,4,295,21,0,0,Friday,TRUE,Fall, ,42,4
594,594,2016,Oct,43,4,296,22,0,0,Saturday,FALSE,Fall, ,42,4
595,595,2016,Oct,43,5,297,23,0,0,Sunday,FALSE,Fall, ,42,5
596,596,2016,Oct,43,5,298,24,0,0,Monday,TRUE,Fall, ,43,5
597,597,2016,Oct,43,5,299,25,0,0,Tuesday,TRUE,Fall, ,43,5
598,598,2016,Oct,43,5,300,26,0,0,Wednesday,TRUE,Fall, ,43,5
599,599,2016,Oct,43,5,301,27,0,0,Thursday,TRUE,Fall, ,43,5
600,600,2016,Oct,44,5,302,28,0,0,Friday,TRUE,Fall, ,43,5
601,601,2016,Oct,44,5,303,29,0,0,Saturday,FALSE,Fall, ,43,5
602,602,2016,Oct,44,6,304,30,0,0,Sunday,FALSE,Fall, ,43,6
603,603,2016,Oct,44,6,305,31,0,0,Monday,TRUE,Fall, ,44,6
604,604,2016,Nov,44,1,306,1,0,0,Tuesday,TRUE,Fall, ,44,1
605,605,2016,Nov,44,1,307,2,0,0,Wednesday,TRUE,Fall, ,44,1
606,606,2016,Nov,44,1,308,3,0,0,Thursday,TRUE,Fall, ,44,1
607,607,2016,Nov,45,1,309,4,0,0,Friday,TRUE,Fall, ,44,1
608,608,2016,Nov,45,1,310,5,0,0,Saturday,FALSE,Fall, ,44,1
609,609,2016,Nov,45,2,311,6,0,0,Sunday,FALSE,Fall, ,44,2
610,610,2016,Nov,45,2,312,7,0,0,Monday,TRUE,Fall, ,45,2
611,611,2016,Nov,45,2,313,8,0,0,Tuesday,TRUE,Fall, ,45,2
612,612,2016,Nov,45,2,314,9,0,0,Wednesday,TRUE,Fall, ,45,2
613,613,2016,Nov,45,2,315,10,0,0,Thursday,TRUE,Fall, ,45,2
614,614,2016,Nov,46,2,316,11,0,0,Friday,TRUE,Fall, ,45,2
615,615,2016,Nov,46,2,317,12,0,0,Saturday,FALSE,Fall, ,45,2
616,616,2016,Nov,46,3,318,13,0,0,Sunday,FALSE,Fall, ,45,3
617,617,2016,Nov,46,3,319,14,0,0,Monday,TRUE,Fall, ,46,3
618,618,2016,Nov,46,3,320,15,0,0,Tuesday,TRUE,Fall, ,46,3
619,619,2016,Nov,46,3,321,16,0,0,Wednesday,TRUE,Fall, ,46,3
620,620,2016,Nov,46,3,322,17,0,0,Thursday,TRUE,Fall, ,46,3
621,621,2016,Nov,47,3,323,18,0,0,Friday,TRUE,Fall, ,46,3
622,622,2016,Nov,47,3,324,19,0,0,Saturday,FALSE,Fall, ,46,3
623,623,2016,Nov,47,4,325,20,0,0,Sunday,FALSE,Fall, ,46,4
624,624,2016,Nov,47,4,326,21,0,0,Monday,TRUE,Fall, ,47,4
625,625,2016,Nov,47,4,327,22,0,0,Tuesday,TRUE,Fall, ,47,4
626,626,2016,Nov,47,4,328,23,0,0,Wednesday,TRUE,Fall, ,47,4
627,627,2016,Nov,47,4,329,24,0,0,Thursday,FALSE,Fall, ,47,4
628,628,2016,Nov,48,4,330,25,0,0,Friday,TRUE,Fall, ,47,4
629,629,2016,Nov,48,4,331,26,0,0,Saturday,FALSE,Fall, ,47,4
630,630,2016,Nov,48,5,332,27,0,0,Sunday,FALSE,Fall, ,47,5
631,631,2016,Nov,48,5,333,28,0,0,Monday,TRUE,Fall, ,48,5
632,632,2016,Nov,48,5,334,29,0,0,Tuesday,TRUE,Fall, ,48,5
633,633,2016,Nov,48,5,335,30,0,0,Wednesday,TRUE,Fall, ,48,5
634,634,2016,Dec,48,1,336,1,0,0,Thursday,TRUE,Fall, ,48,1
635,635,2016,Dec,49,1,337,2,0,0,Friday,TRUE,Fall, ,48,1
636,636,2016,Dec,49,1,338,3,0,0,Saturday,FALSE,Fall, ,48,1
637,637,2016,Dec,49,2,339,4,0,0,Sunday,FALSE,Fall, ,48,2
638,638,2016,Dec,49,2,340,5,0,0,Monday,TRUE,Fall, ,49,2
639,639,2016,Dec,49,2,341,6,0,0,Tuesday,TRUE,Fall, ,49,2
640,640,2016,Dec,49,2,342,7,0,0,Wednesday,TRUE,Fall, ,49,2
641,641,2016,Dec,49,2,343,8,0,0,Thursday,TRUE,Fall, ,49,2
642,642,2016,Dec,50,2,344,9,0,0,Friday,TRUE,Fall, ,49,2
643,643,2016,Dec,50,2,345,10,0,0,Saturday,FALSE,Fall, ,49,2
644,644,2016,Dec,50,3,346,11,0,0,Sunday,FALSE,Fall, ,49,3
645,645,2016,Dec,50,3,347,12,0,0,Monday,TRUE,Fall, ,50,3
646,646,2016,Dec,50,3,348,13,0,0,Tuesday,TRUE,Fall, ,50,3
647,647,2016,Dec,50,3,349,14,0,0,Wednesday,TRUE,Fall, ,50,3
648,648,2016,Dec,50,3,350,15,0,0,Thursday,TRUE,Winter, ,50,3
649,649,2016,Dec,51,3,351,16,0,0,Friday,TRUE,Winter, ,50,3
650,650,2016,Dec,51,3,352,17,0,0,Saturday,FALSE,Winter, ,50,3
